1742832812854;45.01202;7.64929
1742832812988.9153;45.02067;7.64977
1742832813123.8306;45.02315;7.65788
1742832813258.7458;45.02506;7.66657
1742832813393.6611;45.03190;7.67143
1742832813441.2964;45.03470;7.67216
1742832813441.2964;45.03470;7.67216
1742832813578.479;45.04263;7.67232
1742832813715.6616;45.04866;7.66838
1742832813852.8442;45.05283;7.65746
1742832813913.3823;45.05391;7.65566
1742832813913.3823;45.05391;7.65566
1742832814048.692;45.04952;7.65084
1742832814184.0015;45.04655;7.64150
1742832814319.311;45.05046;7.63005
1742832814454.6206;45.04420;7.62706
1742832814481.164;45.04283;7.62611
1742832814481.164;45.04283;7.62611
1742832814608.6006;45.03727;7.62813
1742832814736.037;45.03303;7.63225
1742832814863.4736;45.02771;7.63787
1742832814990.9102;45.02509;7.62989
1742832815012.6562;45.02583;7.62799
1742832815012.6562;45.02583;7.62799
1742832815138.3557;45.02342;7.63610
1742832815264.0552;45.03049;7.64395
1742832815389.7546;45.03735;7.65163
1742832815515.454;45.04418;7.65928
1742832815641.1536;45.05109;7.66700
1742832815766.853;45.05374;7.67658
1742832815892.5525;45.05606;7.68551
1742832816003.4365;45.05669;7.68919
1742832816003.4365;45.05669;7.68919
1742832816106.7683;45.05582;7.68514
1742832816210.1;45.04779;7.67947
1742832816313.432;45.03917;7.67608
1742832816416.7637;45.03069;7.67383
1742832816520.0955;45.02216;7.67021
1742832816623.4272;45.01986;7.66971
1742832816642.932;45.02085;7.67122
1742832816642.932;45.02085;7.67122
1742832816767.0505;45.02837;7.67246
1742832816891.1692;45.02733;7.66948
1742832817015.2878;45.02229;7.66337
1742832817139.4065;45.02511;7.65177
1742832817263.5251;45.02768;7.64080
1742832817387.6438;45.02104;7.63310
1742832817493.0854;45.01559;7.62625
